created_at,2010-09-27T17:22:42Z
forks_count,22907
stargazers_count,99576
watchers_count,99576
open_issues_count,3
commits_count,4320
contributors_count,121
releases_count,176
tags_count,284
js_ratio,1.0
ts_ratio,0
filtered_releases_count,281
