created_at,2019-11-15T18:32:42Z
forks_count,1372
stargazers_count,31579
watchers_count,31579
open_issues_count,438
commits_count,6666
contributors_count,180
releases_count,56
tags_count,56
js_ratio,0.0051249455635080455
ts_ratio,0.8859566694484784
filtered_releases_count,55
