created_at,2015-08-10T23:52:45Z
forks_count,1295
stargazers_count,14586
watchers_count,14586
open_issues_count,586
commits_count,2768
contributors_count,213
releases_count,134
tags_count,147
js_ratio,0.00015979245779599202
ts_ratio,0.9293404017997017
filtered_releases_count,141
