created_at,2010-03-11T18:24:48Z
forks_count,9932
stargazers_count,54837
watchers_count,54837
open_issues_count,114
commits_count,1894
contributors_count,179
releases_count,46
js_proportion,0.0004473638268156425
ts_proportion,0.9995526361731844
