created_at,2011-03-01T02:46:06Z
forks_count,7007
stargazers_count,46143
watchers_count,46143
open_issues_count,183
commits_count,3961
contributors_count,412
releases_count,0
js_proportion,0.9970872011073644
ts_proportion,0.0028368153373190164
