created_at,2017-02-04T20:12:52Z
forks_count,4498
stargazers_count,42732
watchers_count,42732
open_issues_count,97
commits_count,9608
contributors_count,272
js_proportion,0.000922425430752317
ts_proportion,0.9985268338621488
releases_count,188
