created_at,2016-05-25T10:09:03Z
forks_count,7383
stargazers_count,23260
watchers_count,23260
open_issues_count,440
commits_count,535
contributors_count,31
js_proportion,0.003484167483356426
ts_proportion,0.6715639890507249
releases_count,27
