created_at,2015-02-11T08:49:54Z
forks_count,1782
stargazers_count,15495
watchers_count,15495
open_issues_count,11
commits_count,650
contributors_count,72
releases_count,40
tags_count,83
js_ratio,0.053729673055015074
ts_ratio,0.9274077285237572
filtered_releases_count,71
