created_at,2010-05-14T18:45:10Z
forks_count,7003
stargazers_count,32487
watchers_count,32487
open_issues_count,383
commits_count,3785
contributors_count,376
releases_count,261
tags_count,451
js_ratio,0.9663928572614852
ts_ratio,0
filtered_releases_count,286
