created_at,2018-10-27T10:16:05Z
forks_count,2061
stargazers_count,26870
watchers_count,26870
open_issues_count,438
commits_count,2908
contributors_count,161
releases_count,246
tags_count,255
js_ratio,0.005477366165626156
ts_ratio,0.9945226338343739
filtered_releases_count,248
