created_at,2009-06-26T18:56:01Z
forks_count,9340
stargazers_count,55216
watchers_count,55216
open_issues_count,167
commits_count,5631
contributors_count,250
releases_count,141
tags_count,280
js_proportion,0.9991533953750223
ts_proportion,0
