created_at,2013-12-10T00:18:04Z
forks_count,5489
stargazers_count,37276
watchers_count,37276
open_issues_count,1662
commits_count,5713
contributors_count,439
releases_count,141
js_proportion,0.2444246260418224
ts_proportion,0.7485022639138151
