created_at,2017-06-20T16:13:53Z
forks_count,3868
stargazers_count,28802
watchers_count,28802
open_issues_count,165
commits_count,4263
contributors_count,464
js_proportion,0.09830958287659378
ts_proportion,0.8709583511750667
releases_count,51
