created_at,2016-03-29T17:00:47Z
forks_count,1258
stargazers_count,18964
watchers_count,18964
open_issues_count,11
commits_count,1066
contributors_count,41
releases_count,151
tags_count,174
js_ratio,0.33517826630803566
ts_ratio,0.6499014854844379
filtered_releases_count,137
