created_at,2016-07-01T06:01:21Z
forks_count,3099
stargazers_count,37428
watchers_count,37428
open_issues_count,740
commits_count,2909
contributors_count,253
releases_count,71
tags_count,108
js_proportion,0.023406287413067165
ts_proportion,0.9606565867176045
