created_at,2017-06-14T19:50:59Z
forks_count,2362
stargazers_count,28892
watchers_count,28892
open_issues_count,651
commits_count,1702
contributors_count,398
releases_count,170
js_proportion,0.05435228250805727
ts_proportion,0.925175332133228
