created_at,2017-01-28T09:35:02Z
forks_count,1924
stargazers_count,34778
watchers_count,34778
open_issues_count,6
commits_count,1428
contributors_count,55
releases_count,29
tags_count,31
js_ratio,0.8775765173416566
ts_ratio,0
filtered_releases_count,29
