created_at,2016-08-10T19:37:08Z
forks_count,729
stargazers_count,14493
watchers_count,14493
open_issues_count,142
commits_count,886
contributors_count,48
releases_count,38
tags_count,38
js_ratio,0.338207497747323
ts_ratio,0.661792502252677
filtered_releases_count,24
