created_at,2015-07-01T11:06:45Z
forks_count,667
stargazers_count,18387
watchers_count,18387
open_issues_count,15
commits_count,705
contributors_count,91
releases_count,34
tags_count,35
js_ratio,0.018106224620587887
ts_ratio,0.9818937753794121
filtered_releases_count,25
