created_at,2015-09-18T23:04:55Z
forks_count,3999
stargazers_count,31537
watchers_count,31537
open_issues_count,7
commits_count,373
contributors_count,54
releases_count,39
tags_count,39
js_ratio,0.9909918276374443
ts_ratio,0.005711367013372957
filtered_releases_count,39
