created_at,2010-09-22T06:16:55Z
forks_count,1981
stargazers_count,13605
watchers_count,13605
open_issues_count,112
commits_count,397
contributors_count,13
releases_count,1
js_proportion,0.007321383489017925
ts_proportion,0.9099974753850038
