created_at,2011-09-02T09:38:09Z
forks_count,1783
stargazers_count,15450
watchers_count,15450
open_issues_count,277
commits_count,1192
contributors_count,24
releases_count,37
tags_count,46
js_ratio,0.018340089712882455
ts_ratio,0.5367962048585397
filtered_releases_count,37
