created_at,2019-02-25T14:31:51Z
forks_count,857
stargazers_count,16044
watchers_count,16044
open_issues_count,14
commits_count,1942
contributors_count,129
releases_count,7
tags_count,292
js_ratio,0.005624988935899025
ts_ratio,0.9924056010904778
filtered_releases_count,292
