created_at,2013-06-27T20:40:42Z
forks_count,2607
stargazers_count,15385
watchers_count,15385
open_issues_count,79
commits_count,34764
contributors_count,304
releases_count,142
js_proportion,0.021985843057973433
ts_proportion,0.8946162366292819
