created_at,2015-12-26T23:11:20Z
forks_count,5945
stargazers_count,28827
watchers_count,28827
open_issues_count,841
commits_count,3433
contributors_count,440
releases_count,163
tags_count,209
js_ratio,0.7478587184260812
ts_ratio,0.008830098369922521
filtered_releases_count,88
