created_at,2011-01-23T01:25:14Z
forks_count,3105
stargazers_count,25382
watchers_count,25382
open_issues_count,117
commits_count,2270
contributors_count,281
js_proportion,0.9902523809678225
ts_proportion,0
releases_count,143
