created_at,2010-09-14T02:05:09Z
forks_count,1556
stargazers_count,14564
watchers_count,14564
open_issues_count,109
commits_count,1572
contributors_count,154
releases_count,37
tags_count,102
js_ratio,0.009693511080651857
ts_ratio,0.9900666222957345
filtered_releases_count,73
