created_at,2017-04-19T07:55:31Z
forks_count,9158
stargazers_count,18878
watchers_count,18878
open_issues_count,28
commits_count,8520
contributors_count,205
releases_count,146
tags_count,467
js_ratio,0.08545794909431273
ts_ratio,0.602711920893739
filtered_releases_count,389
