created_at,2013-10-15T08:16:40Z
forks_count,2472
stargazers_count,25474
watchers_count,25474
open_issues_count,118
commits_count,3041
contributors_count,148
releases_count,39
js_proportion,0.9973934074574186
ts_proportion,0
