created_at,2016-01-19T17:39:16Z
forks_count,2768
stargazers_count,40322
watchers_count,40322
open_issues_count,1960
commits_count,2346
contributors_count,453
releases_count,148
tags_count,170
js_ratio,0.9868401161683138
ts_ratio,0
filtered_releases_count,144
