created_at,2016-09-06T12:59:15Z
forks_count,5485
stargazers_count,26952
watchers_count,26952
open_issues_count,256
commits_count,1679
contributors_count,28
releases_count,611
tags_count,778
js_ratio,0.9796839293158006
ts_ratio,0
filtered_releases_count,711
