created_at,2016-07-17T14:55:11Z
forks_count,23440
stargazers_count,92377
watchers_count,92377
open_issues_count,1412
commits_count,2745
contributors_count,465
releases_count,82
tags_count,406
js_ratio,0.983472707047922
ts_ratio,0.0006439833874881936
filtered_releases_count,81
