created_at,2014-02-24T19:53:36Z
forks_count,2147
stargazers_count,11812
watchers_count,11812
open_issues_count,517
commits_count,7282
contributors_count,169
releases_count,425
js_proportion,0.22838818218208787
ts_proportion,0.7236609650629313
