created_at,2014-08-18T22:30:27Z
forks_count,8966
stargazers_count,89608
watchers_count,89608
open_issues_count,302
commits_count,1051
contributors_count,275
releases_count,32
js_proportion,0.9343728290889375
ts_proportion,0.03794964333519714
