created_at,2014-03-24T02:10:05Z
forks_count,5820
stargazers_count,27249
watchers_count,27249
open_issues_count,1330
commits_count,921
contributors_count,133
releases_count,48
tags_count,51
js_ratio,0.7684378629500581
ts_ratio,0
filtered_releases_count,51
