created_at,2011-10-09T04:23:20Z
forks_count,1504
stargazers_count,24581
watchers_count,24581
open_issues_count,17
commits_count,1712
contributors_count,117
releases_count,55
tags_count,62
js_proportion,0
ts_proportion,0.7357664033730783
