created_at,2013-03-17T23:56:36Z
forks_count,11310
stargazers_count,55580
watchers_count,55580
open_issues_count,100
commits_count,4121
contributors_count,380
js_proportion,0.9839935750626853
ts_proportion,0.013257511293075364
releases_count,47
