created_at,2013-04-12T12:27:51Z
forks_count,6612
stargazers_count,30928
watchers_count,30928
open_issues_count,133
commits_count,17052
contributors_count,387
releases_count,119
tags_count,138
js_ratio,0.995954321785682
ts_ratio,0.0027950518131795356
filtered_releases_count,99
