created_at,2012-01-20T18:18:21Z
forks_count,16672
stargazers_count,56389
watchers_count,56389
open_issues_count,759
commits_count,38462
contributors_count,334
releases_count,534
js_proportion,0.8826706794293583
ts_proportion,0
