created_at,2015-04-21T03:48:40Z
forks_count,5037
stargazers_count,41509
watchers_count,41509
open_issues_count,852
commits_count,14744
contributors_count,359
releases_count,298
tags_count,316
js_proportion,0.970204878033953
ts_proportion,0.002493502177508276
