created_at,2016-02-26T20:25:00Z
forks_count,2244
stargazers_count,17022
watchers_count,17022
open_issues_count,524
commits_count,10353
contributors_count,423
releases_count,8
js_proportion,0.014930420605797527
ts_proportion,0.9850695793942025
