created_at,2017-10-06T14:59:14Z
forks_count,2399
stargazers_count,50570
watchers_count,50570
open_issues_count,88
commits_count,4354
contributors_count,189
releases_count,170
tags_count,188
js_ratio,0.7740144536459788
ts_ratio,0
filtered_releases_count,124
