created_at,2014-10-19T13:29:28Z
forks_count,1751
stargazers_count,16888
watchers_count,16888
open_issues_count,282
commits_count,2181
contributors_count,184
releases_count,132
tags_count,148
js_ratio,0.018528302647764627
ts_ratio,0.9657666014640344
filtered_releases_count,137
