created_at,2013-06-21T20:32:35Z
forks_count,1366
stargazers_count,21447
watchers_count,21447
open_issues_count,335
commits_count,2916
contributors_count,274
js_proportion,0.9977482440141531
ts_proportion,4.975470928323366e-05
releases_count,50
