created_at,2014-08-18T19:11:54Z
forks_count,25164
stargazers_count,73513
watchers_count,73513
open_issues_count,860
commits_count,18648
contributors_count,423
js_proportion,0.6241302682082729
ts_proportion,0.3755158483336386
releases_count,200
