created_at,2015-10-27T16:53:23Z
forks_count,1543
stargazers_count,21882
watchers_count,21882
open_issues_count,322
commits_count,2941
contributors_count,64
releases_count,149
tags_count,168
js_proportion,0.005309551238075514
ts_proportion,0.9768072795992596
