created_at,2010-09-22T16:57:44Z
forks_count,5071
stargazers_count,32517
watchers_count,32517
open_issues_count,541
commits_count,7044
contributors_count,381
releases_count,22
js_proportion,0.8370698972431482
ts_proportion,0
