created_at,2014-09-18T16:12:01Z
forks_count,20484
stargazers_count,78059
watchers_count,78059
open_issues_count,1879
commits_count,22499
contributors_count,393
releases_count,122
js_proportion,0.08995617638981866
ts_proportion,0.8568094824462751
