created_at,2015-12-18T03:22:16Z
forks_count,2552
stargazers_count,15205
watchers_count,15205
open_issues_count,13
commits_count,1984
contributors_count,33
releases_count,42
tags_count,84
js_ratio,0.047096275529587464
ts_ratio,0.6603673140295571
filtered_releases_count,58
