created_at,2018-03-05T05:41:02Z
forks_count,1640
stargazers_count,15785
watchers_count,15785
open_issues_count,611
commits_count,5012
contributors_count,296
releases_count,67
js_proportion,0.09592997473467828
ts_proportion,0.7984319414519151
