created_at,2011-04-26T06:32:03Z
forks_count,8544
stargazers_count,37020
watchers_count,37020
open_issues_count,346
commits_count,15168
contributors_count,345
releases_count,40
tags_count,59
js_ratio,0.9749373829446201
ts_ratio,0.0001428032361809741
filtered_releases_count,54
