created_at,2015-04-01T17:51:11Z
forks_count,2257
stargazers_count,27870
watchers_count,27870
open_issues_count,35
commits_count,9459
contributors_count,91
releases_count,227
tags_count,335
js_ratio,0.8721134374039138
ts_ratio,0
filtered_releases_count,165
