created_at,2015-12-04T09:36:55Z
forks_count,2043
stargazers_count,31106
watchers_count,31106
open_issues_count,744
commits_count,2218
contributors_count,252
releases_count,169
tags_count,180
js_ratio,0.9978985317937197
ts_ratio,0
filtered_releases_count,108
