created_at,2015-03-15T06:17:10Z
forks_count,2694
stargazers_count,26164
watchers_count,26164
open_issues_count,222
commits_count,4901
contributors_count,437
releases_count,0
tags_count,149
js_ratio,0.06436541314788741
ts_ratio,0.9006086094929584
filtered_releases_count,58
