created_at,2017-05-09T22:16:13Z
forks_count,7922
stargazers_count,74960
watchers_count,74960
open_issues_count,1759
commits_count,2343
contributors_count,383
releases_count,73
js_proportion,0.2624080031492987
ts_proportion,0.7226933454288134
